dataset_slug	dataset	source_seed	source_config_id	best_epoch	val_rmse	selection_metric	checkpoint_path	morgan_variant
lincs_phase1	LINCS_phase1_level3_epsilon	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	42	0.62357378	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0042.ckpt	morgan_fixed
lincs_phase2	LINCS_phase2_level3	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	131	0.49798334	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0131.ckpt	morgan_fixed
novartis	Novartis MoABox DRUG-seq	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	2	0.68947685	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0002.ckpt	morgan_fixed
op3	op3	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	89	0.47071189	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0089.ckpt	morgan_fixed
sciplex	srivatsan20_sciplex3	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	164	0.62432373	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0164.ckpt	morgan_fixed
tahoe100	tahoe100	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	25	0.73529476	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0025.ckpt	morgan_fixed
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	124	0.55389214	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0124.ckpt	morgan_fixed
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	43	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre	25	0.71037680	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed43_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_43/checkpoints/epoch-epoch=0025.ckpt	morgan_fixed
cigs_mce	CIGS MCE	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	23	0.61596489	Validation RMSE dataset/CIGS MCE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0023.ckpt	morgan_fixed
cigs_tcm	CIGS TCM	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	198	0.40028143	Validation RMSE dataset/CIGS TCM	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0198.ckpt	morgan_fixed
dilimap_train	dilimap_train	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	50	0.71174794	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0050.ckpt	morgan_fixed
gdpx2	Ginkgo GDPx2	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	25	0.57271260	Validation RMSE dataset/Ginkgo GDPx2	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0025.ckpt	morgan_fixed
lincs_phase1	LINCS_phase1_level3_epsilon	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	172	0.62270254	Validation RMSE dataset/LINCS_phase1_level3_epsilon	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0172.ckpt	morgan_fixed
lincs_phase2	LINCS_phase2_level3	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	30	0.49905226	Validation RMSE dataset/LINCS_phase2_level3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0030.ckpt	morgan_fixed
novartis	Novartis MoABox DRUG-seq	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	3	0.68961769	Validation RMSE dataset/Novartis MoABox DRUG-seq	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0003.ckpt	morgan_fixed
op3	op3	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	55	0.47524542	Validation RMSE dataset/op3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0055.ckpt	morgan_fixed
sciplex	srivatsan20_sciplex3	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	35	0.62449360	Validation RMSE dataset/srivatsan20_sciplex3	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0035.ckpt	morgan_fixed
tahoe100	tahoe100	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	50	0.73694015	Validation RMSE dataset/tahoe100	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0050.ckpt	morgan_fixed
vcpi_0001	Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	160	0.55391675	Validation RMSE dataset/Ginkgo VCPI vcpi-0001 (tvc-bhr-009)	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0160.ckpt	morgan_fixed
vcpi_0002	Ginkgo VCPI vcpi-0002 (tvc-kdl-010)	47	lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre	50	0.71174794	Validation RMSE	/ictstr01/groups/ml01/workspace/artur.szalata/code/chem-perturbridge_lpm/.plib_cache/results/lpm_paper10_morgan_fixed_all_data_plus_tahoe_novartis_op3_seed47_molholdout_h100_2x_bs4096_200epoch_lustre/LPM_e0553ae76d7decce/seed_47/checkpoints/epoch-epoch=0050.ckpt	morgan_fixed
